Date,Summary,Aircraft type,Operator,Passengers,Crew,Fatalities,Injuries,Survivors,Name,Year,Link,Location,Latitude,Longitude,Onboard,Death Rate,Injury Rate
4 February 1970,Severe turbulence,Hawker Siddeley HS 748,Aerolíneas Argentinas,33.0,4.0,37.0,,0.0,Aerolíneas Argentinas Flight 707,1970,https://en.wikipedia.org/wiki/Aerol%C3%ADneas_Argentinas_Flight_707,Argentina,-26.765,-58.800,37.0,1.0,0.0
"July 5, 1970","In-flight spoiler deployment due to pilot error and design flaw, explosion after go-around",McDonnell Douglas DC-8-63,Air Canada,100.0,9.0,109.0,,0.0,Air Canada Flight 621,1970,https://en.wikipedia.org/wiki/Air_Canada_Flight_621,"Brampton, Ontario",43.7798,-79.6912,109.0,1.0,0.0
"May 2, 1970",Water landing after fuel exhaustion due to pilot error,Douglas DC-9-33CF,Overseas National Airways on behalf of ALM Antillean Airlines,57.0,6.0,23.0,37.0,40.0,ALM Antillean Airlines Flight 980,1970,https://en.wikipedia.org/wiki/ALM_Flight_980,Caribbean Sea,18,-64,63.0,0.36507936507936506,0.5873015873015873
12 August 1970,Controlled flight into terrain due to pilot error and poor visibility,NAMC YS-11,China Airlines,26.0,5.0,14.0,,17.0,China Airlines Flight 206,1970,https://en.wikipedia.org/wiki/China_Airlines_Flight_206,Songshan Airport,25.066476950000002,121.55488774434725,31.0,0.45161290322580644,0.0
3 July 1970,Controlled flight into terrain,de Havilland DH 106 Comet series 4,Dan Air Services Ltd,105.0,7.0,112.0,,0.0,Dan-Air Flight 1903,1970,https://en.wikipedia.org/wiki/Dan-Air_Flight_1903,Arbúcies,41.79583,2.45944,112.0,1.0,0.0
6–13 September 1970 (1970-09-06 – 1970-09-13),,,,,,,,,El Al Flight 219,1970,https://en.wikipedia.org/wiki/Dawson%27s_Field_hijackings,,,,0.0,0.0,0.0
"February 15, 1970 (1970-02-15)",Dual-engine failure followed by loss of control,McDonnell Douglas DC-9-32,Dominicana de Aviación,97.0,5.0,102.0,,0.0,1970 Dominicana de Aviación McDonnell Douglas DC-9 crash,1970,https://en.wikipedia.org/wiki/Dominicana_DC-9_air_disaster,Caribbean Sea,15.0000001,-75.0000001,102.0,1.0,0.0
"July 27, 1970 (1970-07-27)",Controlled Flight Into Terrain presumably caused by unusual meteorological conditions,Douglas DC-8-63F,Flying Tiger Line,0.0,4.0,4.0,0.0,0.0,Flying Tiger Line Flight 45,1970,https://en.wikipedia.org/wiki/Flying_Tiger_Line_Flight_45,Naha Air Force Base,,,4.0,1.0,0.0
26 September 1970 (1970-09-26),Controlled flight into terrain,Fokker F27 Friendship,Flugfélag Íslands,30.0,4.0,8.0,,26.0,Flugfélag Íslands Flight 704,1970,https://en.wikipedia.org/wiki/Icelandair_Flugf%C3%A9lag_Islands_Flight_704,"Mykines, Faroe Islands",62.1045075,-7.604653567580989,34.0,0.23529411764705882,0.0
"March 31, 1970","Hijacking, subsequent emergency landing",Boeing 727-89,Japan Air Lines,131.0,7.0,0.0,0.0,138.0,Japan Air Lines Flight 351,1970,https://en.wikipedia.org/wiki/Japan_Air_Lines_Flight_351,Japan,36.5748441,139.2394179,138.0,0.0,0.0
"August 9, 1970 (1970-08-09)",Pilot error due to mishandled engine failure caused by inadequate maintenance,Lockheed L-188A Electra,Líneas Aéreas Nacionales S. A. (Peru),92.0,8.0,101.0,1.0,1.0,LANSA Flight 502,1970,https://en.wikipedia.org/wiki/LANSA_Flight_502,San Jerónimo,-13.5378778,-71.9660361,100.0,1.01,0.01
"April 21, 1970",Bomb explosion,Hawker Siddeley HS-748-209 Srs. 2,Philippine Airlines,32.0,4.0,36.0,,0.0,Philippine Airlines Flight 215,1970,https://en.wikipedia.org/wiki/Philippine_Airlines_Flight_215,Cabanatuan,15.4905045,120.9684264,36.0,1.0,0.0
21 February 1970 (1970-02-21),Terrorist bombing causing loss of control,Convair CV-990-30A-6 Coronado,Swissair,38.0,9.0,47.0,,0.0,Swissair Flight 330,1970,https://en.wikipedia.org/wiki/Swissair_Flight_330,Würenlingen,47.53639,8.23972,47.0,1.0,0.0
"February 4, 1970 (1970-02-04)",CFIT due to pilot error,Antonov An-24,Tarom,15.0,6.0,20.0,1.0,1.0,TAROM Flight 35,1970,https://en.wikipedia.org/wiki/TAROM_Flight_35,Cluj County,,,21.0,0.9523809523809523,0.047619047619047616
22 January 1971,Icing due to bleed air valves being closed,Antonov An-12B,"Aeroflot, Komi Civil Aviation Directorate",2.0,12.0,14.0,,0.0,1971 January 22 Surgut Aeroflot Antonov An-12 crash,1971,https://en.wikipedia.org/wiki/22_January_1971_Surgut_Aeroflot_Antonov_An-12_crash,Surgut,61.254032,73.3964,14.0,1.0,0.0
31 January 1971,Loss of control due to icing,Antonov An-12B,"Aeroflot, Tyumen Civil Aviation Directorate",1.0,6.0,7.0,,0.0,1971 January 31 Surgut Aeroflot Antonov An-12 crash,1971,https://en.wikipedia.org/wiki/31_January_1971_Surgut_Aeroflot_Antonov_An-12_crash,Surgut,61.254032,73.3964,7.0,1.0,0.0
26 May 1971,Bomb threat,Boeing 707,Qantas,116.0,12.0,0.0,0.0,128.0,Qantas Airways Flight 755,1971,https://en.wikipedia.org/wiki/1971_Qantas_bomb_hoax,Sydney,-33.8698439,151.2082848,128.0,0.0,0.0
10 October 1971 (1971-10-10),Bombing,Tupolev Tu-104B,Aeroflot (Civil Aviation Administration of Ukraine),18.0,7.0,25.0,,0.0,Aeroflot Flight 773,1971,https://en.wikipedia.org/wiki/Aeroflot_Flight_773,,,,25.0,1.0,0.0
25 July 1971,Instrument failure and mechanical errors followed by hard landing,Tupolev Tu-104B,Aeroflot,118.0,8.0,97.0,,29.0,Aeroflot Flight 1912,1971,https://en.wikipedia.org/wiki/Aeroflot_Flight_1912,Irkutsk Airport,52.26944,104.38194,126.0,0.7698412698412699,0.0
31 March 1971 (1971-03-31),Mechanical failure,Antonov An-10,Aeroflot,57.0,8.0,65.0,,0.0,Aeroflot Flight 1969,1971,https://en.wikipedia.org/wiki/Aeroflot_Flight_1969,,,,65.0,1.0,0.0
1 December 1971 (1971-12-01),Atmospheric icing leading to loss of control,Antonov An-24,Aeroflot,53.0,4.0,57.0,,0.0,Aeroflot Flight 2174,1971,https://en.wikipedia.org/wiki/Aeroflot_Flight_2174,,,,57.0,1.0,0.0
12 November 1971,"Stall, loss of control for reasons unknown",Antonov An-24B,Aeroflot/Ukraine,43.0,5.0,48.0,,0.0,Aeroflot Flight N-63,1971,https://en.wikipedia.org/wiki/Aeroflot_Flight_N-63,,,,48.0,1.0,0.0
30 July 1971,Mid-air collision,,All Nippon Airways,155.0,7.0,162.0,1.0,1.0,All Nippon Airways Flight 58JASDF 92-7932,1971,https://en.wikipedia.org/wiki/All_Nippon_Airways_Flight_58,"Shizukuishi, Iwate",39.683,140.983,162.0,1.0,0.006172839506172839
23 May 1971 (1971-05-23),Hard landing caused by optical illusion,Tupolev Tu-134A,Aviogenex,76.0,7.0,78.0,5.0,5.0,Aviogenex Flight 130,1971,https://en.wikipedia.org/wiki/Aviogenex_Flight_130,Rijeka Airport,45.224339,14.562848,83.0,0.9397590361445783,0.060240963855421686
"January 7, 1971 (1971-01-07)",Wing failure due to metal fatigue,Boeing B-52C Stratofortress,United States Air Force (USAF),0.0,9.0,9.0,0.0,0.0,,1971,https://en.wikipedia.org/wiki/1971_B-52C_Lake_Michigan_crash,Lake Michigan,43.85544805,-87.08197544688093,9.0,1.0,0.0
2 October 1971 (1971-10-02),"Explosive decompression, leading to structural failure and loss of control",Vickers Vanguard,British European Airways,55.0,8.0,63.0,1.0,0.0,BEA Flight 706,1971,https://en.wikipedia.org/wiki/British_European_Airways_Flight_706,Aarsele,50.9972799,3.4220978,63.0,1.0,0.015873015873015872
20 November 1971 (1971-11-20),In-flight explosion caused by bombing,Sud Aviation SE-210 Caravelle III,China Airlines,17.0,8.0,25.0,,0.0,China Airlines Flight 825,1971,https://en.wikipedia.org/wiki/China_Airlines_Flight_825,Penghu,23.544528,119.385611,25.0,1.0,0.0
28 May 1971 (1971-05-28),Pilot error leading to controlled flight into terrain.,Aero Commander 680 Super,"Colorado Aviation Co, Inc.",5.0,1.0,6.0,0.0,0.0,1971 Colorado Aviation Aero Commander 680 crash,1971,https://en.wikipedia.org/wiki/1971_Colorado_Aviation_Aero_Commander_680_crash,"Roanoke, Virginia",37.36444,-80.22556,6.0,1.0,0.0
"June 6, 1971 (1971-06-06)18:11 (6:11 PM) PDT",Mid-air collision,,Hughes Airwest,44.0,5.0,50.0,,1.0,Hughes Airwest Flight 706,1971,https://en.wikipedia.org/wiki/Hughes_Airwest_Flight_706,San Gabriel Mountains,34.175,-118.00,49.0,1.0204081632653061,0.0
30 January 1971,Aircraft hijacking,Fokker F-27 Friendship 100,Indian Airlines,29.0,3.0,0.0,,32.0,1971 Indian Airlines hijacking,1971,https://en.wikipedia.org/wiki/1971_Indian_Airlines_hijacking,Lahore Airport,31.52139,74.40333,32.0,0.0,0.0
10 November 1971 (1971-11-10),Controlled flight into terrain,Vickers Viscount 828,Merpati Nusantara Airlines,62.0,7.0,69.0,,0.0,1971 Indian Ocean Vickers Viscount crash,1971,https://en.wikipedia.org/wiki/1971_Indian_Ocean_Vickers_Viscount_crash,Padang,-0.9247587,100.3632561,69.0,1.0,0.0
24 December 1971 (1971-12-24),Crashed following midair break-up in thunderstorm,Lockheed L-188A Electra,Líneas Aéreas Nacionales S.A.,86.0,6.0,91.0,1.0,1.0,LANSA Flight 508,1971,https://en.wikipedia.org/wiki/LANSA_Flight_508,Puerto Inca,-9.3965671,-75.143911,92.0,0.9891304347826086,0.010869565217391304
13 September 1971 (1971-09-13),"Cause disputed:
• Fuel starvation (Chinese government)
• Controlled flight into terrain due to undertermined reasons, possible pilot error  
(Soviet medical experts)

",Hawker Siddeley HS-121 Trident 1E,People's Liberation Army Air Force,5.0,4.0,9.0,,0.0,Lin Biao incident,1971,https://en.wikipedia.org/wiki/Lin_Biao_incident,Öndörkhaan,47.3256114,110.6649133,9.0,1.0,0.0
16 September 1971 (1971-09-16),Generator failure and foggy weather,Tupolev Tu-134,Malev Hungarian Airlines,41.0,8.0,49.0,0.0,0.0,Malév Flight 110,1971,https://en.wikipedia.org/wiki/Mal%C3%A9v_Flight_110,,,,49.0,1.0,0.0
28 August 1971,Crashed to sea due to microburst,Ilyushin Il-18V,Malév Hungarian Airlines,25.0,9.0,32.0,2.0,2.0,Malév Flight 731,1971,https://en.wikipedia.org/wiki/Mal%C3%A9v_Flight_731,Øresund,55.7866129,12.7173608,34.0,0.9411764705882353,0.058823529411764705
6 September 1971,Dual engine failure due to overheating after accidentally filling the water injection mechanism with jet fuel,BAC One-Eleven,Paninternational,115.0,6.0,22.0,99.0,99.0,Paninternational Flight 112,1971,https://en.wikipedia.org/wiki/Paninternational_Flight_112,Bundesautobahn 7,53.70278,9.94250,121.0,0.18181818181818182,0.8181818181818182
9 November 1971 (1971-11-09),Controlled flight into sea,Lockheed Hercules C.1,"No. 24 Squadron, Royal Air Force",46.0,6.0,52.0,,0.0,1971 RAF Hercules crash,1971,https://en.wikipedia.org/wiki/1971_RAF_Hercules_crash,,,,52.0,1.0,0.0
"July 3, 1971",Pilot error leading to CFIT,NAMC YS-11A-217,Toa Domestic Airlines,64.0,4.0,68.0,,0.0,Toa Domestic Airlines Flight 63,1971,https://en.wikipedia.org/wiki/Toa_Domestic_Airlines_Flight_63,,41.93333,140.7833,68.0,1.0,0.0
11 June 1971 (1971-06-11),Hijacking,,Trans World Airlines,,,,,,TWA Flight 358,1971,https://en.wikipedia.org/wiki/TWA_Flight_358,Chicago,41.8755616,-87.6244212,0.0,0.0,0.0
13 October 1972 (1972-10-13),"Undetermined (possible crew incapacitation, lightning strike, or mechanical failure)",Ilyushin Il-62,Aeroflot,164.0,10.0,174.0,,0.0,Aeroflot Flight 217,1972,https://en.wikipedia.org/wiki/Aeroflot_Flight_217,Sheremetyevo International Airport,56.08056,37.41000,174.0,1.0,0.0
31 August 1972 (1972-08-31),Onboard fire caused by onboard explosives,Ilyushin Il-18V,Aeroflot,93.0,9.0,102.0,,0.0,Aeroflot Flight 558,1972,https://en.wikipedia.org/wiki/Aeroflot_Flight_558,Abzelilovsky District,53.59972,58.81500,102.0,1.0,0.0
1 October 1972,Unknown (possibly bird strikes),Ilyushin Il-18V,Aeroflot,101.0,8.0,109.0,,0.0,Aeroflot Flight 1036,1972,https://en.wikipedia.org/wiki/Aeroflot_Flight_1036,Black Sea,43.38694,39.89833,109.0,1.0,0.0
18 May 1972 (1972-05-18),Structural failure leading to a loss of control,Antonov An-10A,Aeroflot,114.0,8.0,122.0,,0.0,Aeroflot Flight 1491,1972,https://en.wikipedia.org/wiki/Aeroflot_Flight_1491,,49.91556,36.65056,122.0,1.0,0.0
"October 27, 1972 (1972-10-27)",Controlled flight into terrain due to pilot error,Vickers Viscount 724,Air Inter,63.0,5.0,60.0,3.0,8.0,Air Inter Flight 696Y,1972,https://en.wikipedia.org/wiki/Air_Inter_Flight_696Y,Noirétable,45.817108,3.7661111,68.0,0.8823529411764706,0.04411764705882353
5 May 1972,Controlled flight into terrain due to pilot error,Douglas DC-8-43,Alitalia,108.0,7.0,115.0,,0.0,Alitalia Flight 112,1972,https://en.wikipedia.org/wiki/Alitalia_Flight_112,Mount Longa,38.12306,13.14806,115.0,1.0,0.0
12 June 1972 (1972-06-12),Cargo door failure due to design flaw leading to rapid decompression,McDonnell Douglas DC-10-10,American Airlines,56.0,11.0,0.0,11.0,67.0,American Airlines Flight 96,1972,https://en.wikipedia.org/wiki/American_Airlines_Flight_96,"Windsor, Ontario",42.2858536,-82.9780695,67.0,0.0,0.16417910447761194
13 October 1972 – 23 December 1972,"Controlled flight into terrain due to pilot error, 72-day survival",Fairchild FH-227D,Uruguayan Air Force,40.0,5.0,29.0,,16.0,Uruguayan Air Force Flight 571,1972,https://en.wikipedia.org/wiki/Uruguayan_Air_Force_Flight_571,Andes,-34.76500,-70.28639,45.0,0.6444444444444445,0.0
15 November 1972,Hijacking,Fokker Friendship,Ansett Australia,28.0,4.0,1.0,1.0,31.0,Ansett Australia Flight 232,1972,https://en.wikipedia.org/wiki/Ansett_Australia_Flight_232,Alice Springs Airport,-23.8023417,133.9008111,32.0,0.03125,0.03125
23 December 1972,Controlled flight into terrain due to navigational error,Fokker F28 Fellowship 1000,Braathens SAFE,42.0,3.0,41.0,4.0,4.0,Braathens SAFE Flight 239,1972,https://en.wikipedia.org/wiki/Braathens_SAFE_Flight_239,Vestmarka,59.86583,10.33917,45.0,0.9111111111111111,0.08888888888888889
18 June 1972,Early retraction of leading-edge droop followed by deep stall and crash,Hawker Siddeley Trident 1C,British European Airways (BEA),112.0,6.0,118.0,0.0,0.0,British European Airways Flight 548,1972,https://en.wikipedia.org/wiki/British_European_Airways_Flight_548,Staines,51.43917,-0.50889,118.0,1.0,0.0
15 June 1972,Bombing,Convair CV-880-22M-21,Cathay Pacific,71.0,10.0,81.0,,0.0,Cathay Pacific Flight 700Z,1972,https://en.wikipedia.org/wiki/Cathay_Pacific_Flight_700Z,Pleiku,13.9715982,108.0143597,81.0,1.0,0.0
"July 31 – August 2, 1972",Hijacking,Douglas DC-8-51,Delta Air Lines,94.0,7.0,0.0,0.0,101.0,Delta Air Lines Flight 841,1972,https://en.wikipedia.org/wiki/Delta_Air_Lines_Flight_841,Algeria,28.0000272,2.9999825,101.0,0.0,0.0
18 April 1972,"Impacted foreign object during take-off, improper braking assembly led to braking failure during aborted take-off",Vickers Super VC10-1154,East African Airways,96.0,11.0,43.0,15.0,64.0,East African Airways Flight 720,1972,https://en.wikipedia.org/wiki/East_African_Airways_Flight_720,Addis Ababa Bole International Airport,8.979188650000001,38.796579324672024,107.0,0.40186915887850466,0.14018691588785046
19 March 1972,Controlled flight into terrain,McDonnell Douglas DC-9-32,EgyptAir on behalf of Inex-Adria Airways,21.0,9.0,30.0,0.0,0.0,EgyptAir Flight 763,1972,https://en.wikipedia.org/wiki/EgyptAir_Flight_763,Jebel Shamsan,12.7656,45.0169,30.0,1.0,0.0
7 January 1972,Controlled flight into terrain,Sud Aviation SE 210 Caravelle,Iberia,98.0,6.0,104.0,,0.0,Iberia Flight 602,1972,https://en.wikipedia.org/wiki/Iberia_Flight_602,,38.90361,1.25111,104.0,1.0,0.0
28 November 1972 (1972-11-28),Aerodynamic stall due to pilot error,Douglas Aircraft DC-8-62,Japan Air Lines,62.0,14.0,62.0,14.0,14.0,Japan Air Lines Flight 446,1972,https://en.wikipedia.org/wiki/Japan_Air_Lines_Flight_446,Sheremetyevo International Airport,55.97608755,37.4238008194297,76.0,0.8157894736842105,0.18421052631578946
14 June 1972,"
False glide slope (Government of Japan)
Pilot error, Controlled flight into terrain (Government of India)
",Douglas DC-8-53,Japan Air Lines,78.0,11.0,90.0,,3.0,Japan Air Lines Flight 471,1972,https://en.wikipedia.org/wiki/Japan_Air_Lines_Flight_471,Palam International Airport,28.5551678,77.08473721064372,89.0,1.0112359550561798,0.0
24 September 1972 (1972-09-24),Runway excursion due to pilot error,Douglas DC-8-53,Japan Air Lines,108.0,14.0,0.0,11.0,122.0,Japan Air Lines Flight 472,1972,https://en.wikipedia.org/wiki/Japan_Air_Lines_Flight_472_(1972),Juhu Aerodrome,19.09917,72.83889,122.0,0.0,0.09016393442622951
26 January 1972,Bombing,McDonnell Douglas DC-9-32,JAT Yugoslav Airlines,23.0,5.0,27.0,1.0,1.0,JAT Airways Flight 367,1972,https://en.wikipedia.org/wiki/JAT_Flight_367,Srbská Kamenice,50.8201997,14.3524436,28.0,0.9642857142857143,0.03571428571428571
14 August 1972,In-flight fire leading to structural failure,Ilyushin Il-62,Interflug,148.0,8.0,156.0,,0.0,Interflug Flight 450,1972,https://en.wikipedia.org/wiki/1972_K%C3%B6nigs_Wusterhausen_air_disaster,Bezirk Potsdam,52.30639,13.68861,156.0,1.0,0.0
30 May 1972; 51 years ago (1972-05-30) 12:04 – 12:28,,,,,,,,,,1972,https://en.wikipedia.org/wiki/Lod_Airport_massacre,,,,0.0,0.0,0.0
29 October 1972,Hijacking,Boeing 727-100,Lufthansa,13.0,7.0,0.0,0.0,20.0,Lufthansa Flight 615,1972,https://en.wikipedia.org/wiki/Lufthansa_Flight_615,,,,20.0,0.0,0.0
22–23 February 1972,Hijacking,Boeing 747-230B,Lufthansa,177.0,15.0,0.0,0.0,192.0,Lufthansa Flight 649,1972,https://en.wikipedia.org/wiki/Lufthansa_Flight_649,Aden International Airport,12.82954345,45.03155218778438,192.0,0.0,0.0
"July 2, 1972 (1972-07-02)",Hijacking,Boeing 747-121,Pan American World Airways,136.0,17.0,1.0,,152.0,Pan Am Flight 841,1972,https://en.wikipedia.org/wiki/Pan_Am_Flight_841,Tan Son Nhut Air Base,10.81825215,106.65810382374727,153.0,0.006535947712418301,0.0
"June 24, 1972",Pilot error,de Havilland DH.114 Heron 2B,Prinair,18.0,2.0,5.0,15.0,15.0,Prinair Flight 191,1972,https://en.wikipedia.org/wiki/Prinair_Flight_191,"Ponce, Puerto Rico",18.00611,-66.56028,20.0,0.25,0.75
8 May 1972,Hijacking,Boeing 707-329,Sabena,94.0,7.0,3.0,3.0,98.0,Sabena Flight 571,1972,https://en.wikipedia.org/wiki/Sabena_Flight_571,Tel Aviv-Lod International Airport,32.0094,34.8769,101.0,0.0297029702970297,0.0297029702970297
15–16 September 1972,Hijacking,McDonnell Douglas DC-9-21,Scandinavian Airlines System,86.0,4.0,0.0,0.0,90.0,Scandinavian Airlines System Flight 130,1972,https://en.wikipedia.org/wiki/Scandinavian_Airlines_System_Flight_130,Bulltofta Airport,55.60500,13.05972,90.0,0.0,0.0
3 December 1972 (1972-12-03),Loss of control after/during take-off,Convair 990 Coronado,Spantax,148.0,7.0,155.0,,0.0,Spantax Flight 275,1972,https://en.wikipedia.org/wiki/Spantax_Flight_275,Tenerife-Norte Los Rodeos Airport,28.4837028,-16.3433889,155.0,1.0,0.0
14 March 1972,"Controlled flight into terrain, pilot error",Sud Aviation SE-210 Caravelle 10B3,Sterling Airways,106.0,6.0,112.0,,0.0,Sterling Airways Flight 296,1972,https://en.wikipedia.org/wiki/Sterling_Airways_Flight_296,Fujairah,25.336728100000002,56.172704258882646,112.0,1.0,0.0
16 August 1972,Unknown,Douglas C-47B-20-DK,Burma Airways,27.0,4.0,28.0,3.0,3.0,1972 Thandwe crash,1972,https://en.wikipedia.org/wiki/1972_Thandwe_Burma_Airways_Douglas_C-47_crash,Thandwe,18.471406100000003,94.37369771092071,31.0,0.9032258064516129,0.0967741935483871
21 January 1972,Controlled flight into terrain,McDonnell Douglas DC-9-32,Turkish Airlines,0.0,5.0,1.0,3.0,4.0,1972 Adana Turkish Airlines DC-9 crash,1972,https://en.wikipedia.org/wiki/1972_Adana_Turkish_Airlines_DC-9_crash,Adana Airport,36.98247135,35.28787786654746,5.0,0.2,0.6
22 January 1973 (1973-01-22),"Landing gear collapse, bad weather",Boeing 707-3D3C,alia on behalf of Nigeria Airways,193.0,9.0,176.0,26.0,26.0,1973 Kano Nigeria Airways Boeing 707 crash,1973,https://en.wikipedia.org/wiki/1973_Kano_Nigeria_Airways_Boeing_707_crash,Kano International Airport,12.04944,8.52083,202.0,0.8712871287128713,0.12871287128712872
21 November 1973 (1973-11-21),Icing,Douglas C-117D,United States Navy,,7.0,0.0,0.0,7.0,1973 US Navy C-117D Sólheimasandur Crash,1973,https://en.wikipedia.org/wiki/1973_US_Navy_C-117D_S%C3%B3lheimasandur_Crash,,63.4590833,-19.3648250,7.0,0.0,0.0
2 November 1973 (1973-11-02),Hijacking,Yakovlev Yak-40,Aeroflot,28.0,3.0,2.0,4.0,29.0,Aeroflot Flight 19,1973,https://en.wikipedia.org/wiki/Aeroflot_Flight_19,Vnukovo Airport,55.6065817,37.2867817,31.0,0.06451612903225806,0.12903225806451613
18 May 1973,Terrorist bombing,Tupolev Tu-104A,"Aeroflot, East Siberia Civil Aviation Directorate",72.0,9.0,81.0,,0.0,Aeroflot Flight 109,1973,https://en.wikipedia.org/wiki/Aeroflot_Flight_109,,,,81.0,1.0,0.0
19 February 1973 (1973-02-19),"Undetermined, crew error",Tupolev Tu-154,Aeroflot/International,87.0,13.0,66.0,,34.0,Aeroflot Flight 141,1973,https://en.wikipedia.org/wiki/Aeroflot_Flight_141,Prague Ruzyně Airport,50.1152569,14.284724,100.0,0.66,0.0
